action step s r x y
[step] 997 2 0 84 57
[step] 998 1 0 85 57
[step] 999 1 0 84 57
[step] 1000 1 0 83 57
[step] 1001 1 0 83 56
[step] 1002 2 0 82 56
[step] 1003 2 0 83 56
[step] 1004 1 0 84 56
[step] 1005 1 0 84 55
[step] 1006 2 0 84 56
[step] 1007 2 0 85 56
[step] 1008 2 0 86 56
[step] 1009 2 0 87 56
[step] 1010 2 0 88 56
[step] 1011 1 0 89 56
[step] 1012 1 0 88 56
[step] 1013 1 0 88 57
[step] 1014 1 0 87 57
[step] 1015 1 0 86 57
[step] 1016 1 0 85 57
[step] 1017 2 0 84 57
[step] 1018 2 0 84 56
[step] 1019 2 0 84 55
[step] 1020 2 0 84 56
[step] 1021 2 0 85 56
[step] 1022 2 0 86 56
[step] 1023 2 0 87 56
[step] 1024 2 0 87 57
[step] 1025 1 0 88 57
[step] 1026 1 0 88 56
[step] 1027 1 0 87 56
[step] 1028 1 0 86 56
[step] 1029 1 0 85 56
[step] 1030 1 0 84 56
[step] 1031 1 0 84 55
[step] 1032 1 0 83 55
[step] 1033 1 0 83 56
[step] 1034 1 0 83 57
[step] 1035 1 0 82 57
[step] 1036 1 0 81 57
[step] 1037 1 0 81 56
[step] 1038 1 0 81 57
[step] 1039 2 0 80 57
[step] 1040 2 0 81 57
[step] 1041 1 0 82 57
[step] 1042 1 0 81 57
[step] 1043 1 0 81 58
[step] 1044 1 0 80 58
[step] 1045 1 0 79 58
[step] 1046 1 0 78 58
[step] 1047 1 0 77 58
[step] 1048 2 0 76 58
[step] 1049 2 0 77 58
[step] 1050 2 0 78 58
[step] 1051 2 0 79 58
[step] 1052 2 0 80 58
[step] 1053 2 0 81 58
[step] 1054 2 0 82 58
[step] 1055 2 0 83 58
[step] 1056 2 0 83 57
[step] 1057 2 0 83 56
[step] 1058 2 0 84 56
[step] 1059 2 0 85 56
[step] 1060 1 0 86 56
[step] 1061 1 0 85 56
[step] 1062 1 0 84 56
[step] 1063 1 0 84 55
[step] 1064 1 0 83 55
[step] 1065 1 0 82 55
[step] 1066 1 0 81 55
[step] 1067 1 0 80 55
[step] 1068 1 0 79 55
[step] 1069 1 0 78 55
[step] 1070 1 0 77 55
[step] 1071 1 0 77 56
[step] 1072 2 0 77 55
[step] 1073 2 0 78 55
[step] 1074 2 0 79 55
[step] 1075 2 0 80 55
[step] 1076 1 0 80 54
[step] 1077 1 0 79 54
[step] 1078 1 0 78 54
[step] 1079 1 0 78 53
[step] 1080 1 0 77 53
[step] 1081 1 0 76 53
[step] 1082 2 0 76 54
[step] 1083 2 0 77 54
[step] 1084 1 0 78 54
[step] 1085 1 0 77 54
[step] 1086 1 0 77 53
[step] 1087 1 0 76 53
[step] 1088 1 0 76 54
[step] 1089 1 0 75 54
[step] 1090 1 0 74 54
[step] 1091 1 0 73 54
[step] 1092 1 0 72 54
[step] 1093 1 0 71 54
[step] 1094 1 0 70 54
[step] 1095 1 0 69 54
[step] 1096 1 0 68 54
[step] 1097 1 0 67 54
[step] 1098 1 0 67 53
[step] 1099 1 0 67 52
[step] 1100 1 0 67 53
[step] 1101 1 0 66 53
[step] 1102 2 0 65 53
[step] 1103 2 0 66 53
[step] 1104 2 0 66 54
[step] 1105 2 0 67 54
[step] 1106 2 0 68 54
[step] 1107 2 0 69 54
[step] 1108 2 0 70 54
[step] 1109 2 0 71 54
[step] 1110 2 0 72 54
[step] 1111 2 0 73 54
[step] 1112 2 0 74 54
[step] 1113 1 0 75 54
[step] 1114 1 0 74 54
[step] 1115 1 0 74 53
[step] 1116 1 0 73 53
[step] 1117 1 0 72 53
[step] 1118 1 0 71 53
[step] 1119 1 0 70 53
[step] 1120 1 0 69 53
[step] 1121 1 0 69 52
[step] 1122 1 0 68 52
[step] 1123 1 0 67 52
[step] 1124 1 0 66 52
[step] 1125 1 0 65 52
[step] 1126 1 0 64 52
[step] 1127 1 0 63 52
[step] 1128 1 0 62 52
[step] 1129 1 0 61 52
[step] 1130 1 0 60 52
[step] 1131 1 0 59 52
[step] 1132 1 0 58 52
[step] 1133 1 0 57 52
[step] 1134 1 0 56 52
[step] 1135 1 0 55 52
[step] 1136 1 0 54 52
[step] 1137 1 0 53 52
[step] 1138 1 0 52 52
[step] 1139 1 0 51 52
[step] 1140 1 0 50 52
[step] 1141 1 0 49 52
[step] 1142 1 0 48 52
[step] 1143 1 0 47 52
[step] 1144 1 0 47 53
[step] 1145 1 0 46 53
[step] 1146 1 0 45 53
[step] 1147 1 0 44 53
[step] 1148 1 0 44 52
[step] 1149 1 0 43 52
[step] 1150 1 0 43 51
[step] 1151 1 0 42 51
[step] 1152 1 0 41 51
[step] 1153 2 0 40 51
[step] 1154 2 0 40 52
[step] 1155 2 0 41 52
[step] 1156 1 0 42 52
[step] 1157 1 0 42 51
[step] 1158 1 0 42 50
[step] 1159 1 0 41 50
[step] 1160 1 0 41 51
[step] 1161 1 0 40 51
[step] 1162 2 0 40 52
[step] 1163 2 0 41 52
[step] 1164 2 0 41 53
[step] 1165 2 0 42 53
[step] 1166 2 0 43 53
[step] 1167 2 0 44 53
[step] 1168 1 0 44 54
[step] 1169 1 0 43 54
[step] 1170 1 0 42 54
[step] 1171 1 0 41 54
[step] 1172 1 0 40 54
[step] 1173 1 0 39 54
[step] 1174 2 0 38 54
[step] 1175 2 0 39 54
[step] 1176 2 0 39 55
[step] 1177 2 0 39 56
[step] 1178 2 0 40 56
[step] 1179 2 0 41 56
[step] 1180 2 0 42 56
[step] 1181 2 0 43 56
[step] 1182 2 0 44 56
[step] 1183 2 0 45 56
[step] 1184 2 0 46 56
[step] 1185 2 0 47 56
[step] 1186 2 0 48 56
[step] 1187 2 0 49 56
[step] 1188 2 0 50 56
[step] 1189 2 0 50 55
[step] 1190 2 0 51 55
[step] 1191 2 0 51 56
[step] 1192 2 0 52 56
[step] 1193 2 0 53 56
[step] 1194 2 0 53 57
[step] 1195 2 0 54 57
[step] 1196 2 0 55 57
[step] 1197 2 0 56 57
[step] 1198 2 0 57 57
[step] 1199 2 0 58 57
[step] 1200 2 0 59 57
[step] 1201 2 0 60 57
[step] 1202 2 0 61 57
[step] 1203 1 0 61 58
[step] 1204 1 0 60 58
[step] 1205 2 0 59 58
[step] 1206 1 0 60 58
[step] 1207 1 0 60 59
[step] 1208 1 0 59 59
[step] 1209 1 0 59 58
[step] 1210 1 0 58 58
[step] 1211 1 0 57 58
[step] 1212 1 0 56 58
[step] 1213 1 0 55 58
[step] 1214 1 0 54 58
[step] 1215 1 0 53 58
[step] 1216 1 0 53 57
[step] 1217 1 0 53 56
[step] 1218 1 0 52 56
[step] 1219 1 0 51 56
[step] 1220 1 0 51 57
[step] 1221 1 0 51 58
[step] 1222 1 0 51 59
[step] 1223 1 0 51 58
[step] 1224 1 0 50 58
[step] 1225 1 0 50 59
[step] 1226 1 0 50 60
[step] 1227 2 0 49 60
[step] 1228 2 0 50 60
[step] 1229 1 0 51 60
[step] 1230 1 0 50 60
[step] 1231 1 0 49 60
[step] 1232 1 0 49 59
[step] 1233 1 0 49 58
[step] 1234 1 0 48 58
[step] 1235 1 0 48 57
[step] 1236 2 0 47 57
[step] 1237 2 0 48 57
[step] 1238 1 0 49 57
[step] 1239 1 0 48 57
[step] 1240 1 0 47 57
[step] 1241 1 0 46 57
[step] 1242 2 0 46 56
[step] 1243 2 0 47 56
[step] 1244 2 0 48 56
[step] 1245 2 0 48 55
[step] 1246 2 0 49 55
[step] 1247 2 0 50 55
[step] 1248 2 0 51 55
[step] 1249 2 0 51 56
[step] 1250 2 0 52 56
[step] 1251 2 0 52 55
[step] 1252 2 0 53 55
[step] 1253 2 0 54 55
[step] 1254 2 0 55 55
[step] 1255 2 0 56 55
[step] 1256 2 0 56 56
[step] 1257 1 0 57 56
[step] 1258 1 0 56 56
[step] 1259 1 0 55 56
[step] 1260 2 0 54 56
[step] 1261 2 0 55 56
[step] 1262 2 0 56 56
[step] 1263 2 0 56 57
[step] 1264 2 0 57 57
[step] 1265 2 0 57 58
[step] 1266 2 0 57 59
[step] 1267 2 0 57 60
[step] 1268 1 0 58 60
[step] 1269 1 0 58 59
[step] 1270 1 0 57 59
[step] 1271 1 0 56 59
[step] 1272 1 0 55 59
[step] 1273 1 0 54 59
[step] 1274 1 0 53 59
[step] 1275 1 0 52 59
[step] 1276 1 0 52 60
[step] 1277 1 0 51 60
[step] 1278 1 0 50 60
[step] 1279 1 0 49 60
[step] 1280 1 0 48 60
[step] 1281 1 0 47 60
[step] 1282 1 0 46 60
[step] 1283 1 0 46 61
[step] 1284 1 0 46 62
[step] 1285 1 0 45 62
[step] 1286 1 0 44 62
[step] 1287 1 0 43 62
[step] 1288 2 0 42 62
[step] 1289 2 0 42 61
[step] 1290 2 0 43 61
[step] 1291 2 0 44 61
[step] 1292 1 0 45 61
[step] 1293 1 0 44 61
[step] 1294 1 0 44 60
[step] 1295 1 0 44 61
[step] 1296 1 0 43 61
[step] 1297 1 0 43 62
[step] 1298 1 0 42 62
[step] 1299 1 0 42 61
[step] 1300 1 0 42 62
[step] 1301 1 0 41 62
[step] 1302 1 0 40 62
[step] 1303 1 0 39 62
[step] 1304 1 0 39 61
[step] 1305 1 0 38 61
[step] 1306 1 0 37 61
[step] 1307 1 0 36 61
[step] 1308 1 0 36 60
[step] 1309 1 0 35 60
[step] 1310 2 0 34 60
[step] 1311 2 0 35 60
[step] 1312 2 0 36 60
[step] 1313 2 0 37 60
[step] 1314 2 0 38 60
[step] 1315 2 0 39 60
[step] 1316 2 0 40 60
[step] 1317 2 0 41 60
[step] 1318 2 0 42 60
[step] 1319 2 0 43 60
[step] 1320 2 0 44 60
[step] 1321 1 0 45 60
[step] 1322 1 0 45 59
[step] 1323 2 0 45 60
[step] 1324 2 0 45 59
[step] 1325 2 0 46 59
[step] 1326 2 0 47 59
[step] 1327 2 0 47 60
[step] 1328 2 0 47 61
[step] 1329 2 0 47 62
[step] 1330 2 0 48 62
[step] 1331 2 0 49 62
[step] 1332 2 0 49 63
[step] 1333 2 0 49 64
[step] 1334 2 0 50 64
[step] 1335 2 0 51 64
[step] 1336 2 0 51 63
[step] 1337 2 0 52 63
[step] 1338 2 0 53 63
[step] 1339 2 0 54 63
[step] 1340 2 0 55 63
[step] 1341 2 0 55 64
[step] 1342 2 0 56 64
[step] 1343 2 0 57 64
[step] 1344 2 0 58 64
[step] 1345 2 0 59 64
[step] 1346 2 0 60 64
[step] 1347 2 0 61 64
[step] 1348 2 0 62 64
[step] 1349 2 0 62 63
[step] 1350 2 0 63 63
[step] 1351 2 0 64 63
[step] 1352 2 0 65 63
[step] 1353 2 0 66 63
[step] 1354 2 0 66 64
[step] 1355 2 0 66 63
[step] 1356 2 0 67 63
[step] 1357 2 0 67 62
[step] 1358 2 0 68 62
[step] 1359 2 0 68 61
[step] 1360 2 0 69 61
[step] 1361 2 0 69 62
[step] 1362 2 0 70 62
[step] 1363 2 0 71 62
[step] 1364 2 0 72 62
[step] 1365 2 0 73 62
[step] 1366 2 0 74 62
[step] 1367 2 0 75 62
[step] 1368 2 0 76 62
[step] 1369 2 0 76 61
[step] 1370 2 0 77 61
[step] 1371 2 0 78 61
[step] 1372 2 0 78 62
[step] 1373 2 0 79 62
[step] 1374 2 0 80 62
[step] 1375 2 0 80 63
[step] 1376 2 0 81 63
[step] 1377 2 0 82 63
[step] 1378 2 0 83 63
[step] 1379 2 0 83 64
[step] 1380 2 0 84 64
[step] 1381 2 0 85 64
[step] 1382 2 0 85 63
[step] 1383 2 0 86 63
[step] 1384 2 0 87 63
[step] 1385 2 0 87 64
[step] 1386 2 0 88 64
[step] 1387 2 0 89 64
[step] 1388 2 0 90 64
[step] 1389 2 0 91 64
[step] 1390 2 0 92 64
[step] 1391 2 0 92 65
[step] 1392 1 0 93 65
[step] 1393 1 0 92 65
[step] 1394 1 0 91 65
[step] 1395 1 0 91 64
[step] 1396 1 0 90 64
[step] 1397 1 0 89 64
[step] 1398 1 0 89 63
[step] 1399 1 0 88 63
[step] 1400 2 0 87 63
[step] 1401 2 0 87 64
[step] 1402 2 0 88 64
[step] 1403 2 0 89 64
[step] 1404 2 0 90 64
[step] 1405 2 0 90 65
[step] 1406 2 0 91 65
[step] 1407 2 0 92 65
[step] 1408 2 0 93 65
[step] 1409 2 0 94 65
[step] 1410 2 0 95 65
[step] 1411 2 0 95 64
[step] 1412 1 0 95 63
[step] 1413 1 0 94 63
[step] 1414 1 0 94 62
[step] 1415 1 0 93 62
[step] 1416 1 0 92 62
[step] 1417 1 0 92 61
[step] 1418 1 0 92 60
[step] 1419 1 0 91 60
[step] 1420 1 0 90 60
[step] 1421 1 0 89 60
[step] 1422 1 0 88 60
[step] 1423 1 0 87 60
[step] 1424 1 0 86 60
[step] 1425 1 0 86 61
[step] 1426 1 0 85 61
[step] 1427 1 0 84 61
[step] 1428 2 0 83 61
[step] 1429 2 0 83 60
[step] 1430 2 0 84 60
[step] 1431 2 0 85 60
[step] 1432 2 0 86 60
[step] 1433 2 0 86 59
[step] 1434 2 0 86 60
[step] 1435 2 0 87 60
[step] 1436 2 0 87 59
[step] 1437 2 0 88 59
[step] 1438 2 0 89 59
[step] 1439 2 0 90 59
[step] 1440 2 0 91 59
[step] 1441 2 0 92 59
[step] 1442 1 0 93 59
[step] 1443 1 0 93 60
[step] 1444 1 0 92 60
[step] 1445 1 0 92 59
[step] 1446 2 0 91 59
[step] 1447 2 0 91 60
[step] 1448 2 0 92 60
[step] 1449 2 0 92 59
[step] 1450 2 0 93 59
[step] 1451 2 0 94 59
[step] 1452 2 0 95 59
[step] 1453 2 0 96 59
[step] 1454 2 0 96 58
[step] 1455 2 0 96 57
[step] 1456 2 0 96 56
[step] 1457 2 0 96 57
[step] 1458 2 0 97 57
[step] 1459 2 0 98 57
[step] 1460 2 0 98 58
[step] 1461 2 0 98 57
[step] 1462 2 0 98 56
[step] 1463 2 0 99 56
[step] 1464 1 0 99 55
[step] 1465 1 0 98 55
[step] 1466 1 0 97 55
[step] 1467 1 0 97 56
[step] 1468 1 0 97 55
[step] 1469 1 0 97 54
[step] 1470 1 0 96 54
[step] 1471 1 0 96 55
[step] 1472 1 0 96 56
[step] 1473 2 0 96 57
[step] 1474 2 0 97 57
[step] 1475 2 0 98 57
[step] 1476 2 0 99 57
[step] 1477 2 0 100 57
[return] 1478 3 0 100 57
[return] 1479 3 0 99 57
[return] 1480 1 0 98 57
[step] 1481 1 0 97 57
[step] 1482 1 0 96 57
[step] 1483 1 0 96 56
[step] 1484 1 0 96 55
[step] 1485 2 0 95 55
[step] 1486 2 0 96 55
[step] 1487 2 0 97 55
[step] 1488 2 0 97 56
[step] 1489 2 0 98 56
[step] 1490 2 0 98 55
[step] 1491 2 0 99 55
[step] 1492 1 0 100 55
[return] 1493 3 0 100 55
[return] 1494 3 0 99 55
[return] 1495 1 0 98 55
[step] 1496 1 0 97 55
[step] 1497 1 0 96 55
[step] 1498 1 0 95 55
[step] 1499 1 0 95 54
[step] 1500 1 0 94 54
[step] 1501 1 0 94 53
[step] 1502 2 0 94 52
[step] 1503 2 0 94 51
[step] 1504 2 0 95 51
[step] 1505 2 0 96 51
[step] 1506 2 0 96 50
[step] 1507 2 0 97 50
[step] 1508 1 0 98 50
[step] 1509 1 0 97 50
[step] 1510 1 0 96 50
[step] 1511 1 0 95 50
[step] 1512 1 0 94 50
[step] 1513 1 0 93 50
[step] 1514 2 0 93 51
[step] 1515 1 0 93 52
[step] 1516 1 0 92 52
[step] 1517 1 0 91 52
[step] 1518 1 0 90 52
[step] 1519 1 0 90 53
[step] 1520 1 0 89 53
[step] 1521 2 0 88 53
[step] 1522 2 0 88 52
[step] 1523 2 0 88 53
[step] 1524 2 0 89 53
[step] 1525 2 0 90 53
[step] 1526 2 0 91 53
[step] 1527 2 0 91 52
[step] 1528 2 0 91 53
[step] 1529 2 0 92 53
[step] 1530 2 0 93 53
[step] 1531 2 0 94 53
[step] 1532 2 0 95 53
[step] 1533 2 0 96 53
[step] 1534 2 0 96 52
[step] 1535 2 0 97 52
[step] 1536 2 0 98 52
[step] 1537 2 0 98 53
[step] 1538 2 0 99 53
[step] 1539 2 0 99 54
[step] 1540 2 0 100 54
[return] 1541 3 0 100 54
[return] 1542 3 0 99 54
[return] 1543 1 0 98 54
[step] 1544 1 0 97 54
[step] 1545 2 0 96 54
[step] 1546 2 0 97 54
[step] 1547 2 0 98 54
[step] 1548 2 0 98 55
[step] 1549 1 0 99 55
[step] 1550 1 0 98 55
[step] 1551 1 0 97 55
[step] 1552 1 0 96 55
[step] 1553 1 0 95 55
[step] 1554 1 0 94 55
[step] 1555 1 0 93 55
[step] 1556 1 0 92 55
[step] 1557 1 0 91 55
[step] 1558 1 0 90 55
[step] 1559 1 0 90 54
[step] 1560 1 0 89 54
[step] 1561 1 0 89 53
[step] 1562 2 0 88 53
[step] 1563 2 0 89 53
[step] 1564 2 0 90 53
[step] 1565 2 0 91 53
[step] 1566 2 0 92 53
[step] 1567 1 0 93 53
[step] 1568 1 0 92 53
[step] 1569 1 0 91 53
[step] 1570 1 0 91 54
[step] 1571 1 0 90 54
[step] 1572 1 0 89 54
[step] 1573 1 0 88 54
[step] 1574 1 0 88 55
[step] 1575 1 0 87 55
[step] 1576 1 0 86 55
[step] 1577 1 0 85 55
[step] 1578 1 0 85 56
[step] 1579 1 0 85 57
[step] 1580 2 0 84 57
[step] 1581 2 0 85 57
[step] 1582 2 0 86 57
[step] 1583 2 0 86 58
[step] 1584 2 0 87 58
[step] 1585 1 0 88 58
[step] 1586 2 0 87 58
[step] 1587 2 0 88 58
[step] 1588 1 0 88 57
[step] 1589 1 0 87 57
[step] 1590 1 0 87 56
[step] 1591 2 0 86 56
[step] 1592 2 0 87 56
[step] 1593 2 0 88 56
[step] 1594 2 0 89 56
[step] 1595 2 0 89 55
[step] 1596 2 0 90 55
[step] 1597 2 0 91 55
[step] 1598 2 0 92 55
[step] 1599 1 0 93 55
[step] 1600 1 0 93 56
[step] 1601 1 0 92 56
[step] 1602 1 0 91 56
[step] 1603 2 0 90 56
[step] 1604 2 0 90 55
[step] 1605 2 0 90 54
[step] 1606 2 0 91 54
[step] 1607 2 0 92 54
[step] 1608 2 0 92 55
[step] 1609 2 0 93 55
[step] 1610 2 0 94 55
[step] 1611 2 0 95 55
[step] 1612 2 0 96 55
[step] 1613 2 0 97 55
[step] 1614 1 0 98 55
[step] 1615 1 0 98 56
[step] 1616 1 0 98 57
[step] 1617 1 0 97 57
[step] 1618 1 0 96 57
[step] 1619 1 0 96 58
[step] 1620 1 0 96 59
[step] 1621 1 0 95 59
[step] 1622 1 0 94 59
[step] 1623 1 0 93 59
[step] 1624 1 0 92 59
[step] 1625 2 0 91 59
[step] 1626 2 0 92 59
[step] 1627 2 0 92 58
[step] 1628 2 0 93 58
[step] 1629 1 0 94 58
[step] 1630 1 0 94 59
[step] 1631 1 0 93 59
[step] 1632 1 0 92 59
[step] 1633 1 0 91 59
[step] 1634 1 0 91 60
[step] 1635 1 0 91 61
[step] 1636 1 0 91 62
[step] 1637 1 0 90 62
[step] 1638 1 0 90 61
[step] 1639 1 0 90 60
[step] 1640 1 0 90 59
[step] 1641 1 0 89 59
[step] 1642 1 0 89 60
[step] 1643 2 0 88 60
[step] 1644 2 0 89 60
[step] 1645 1 0 90 60
[step] 1646 1 0 90 61
[step] 1647 1 0 90 62
[step] 1648 1 0 90 63
[step] 1649 1 0 90 64
[step] 1650 1 0 89 64
[step] 1651 1 0 89 63
[step] 1652 1 0 89 62
[step] 1653 1 0 89 61
[step] 1654 1 0 88 61
[step] 1655 1 0 88 60
[step] 1656 2 0 87 60
[step] 1657 2 0 87 61
[step] 1658 2 0 88 61
[step] 1659 2 0 89 61
[step] 1660 2 0 89 60
[step] 1661 2 0 89 61
[step] 1662 2 0 89 62
[step] 1663 2 0 90 62
[step] 1664 2 0 91 62
[step] 1665 2 0 92 62
[step] 1666 2 0 93 62
[step] 1667 2 0 94 62
[step] 1668 2 0 94 63
[step] 1669 2 0 95 63
[step] 1670 2 0 96 63
[step] 1671 2 0 97 63
[step] 1672 2 0 98 63
[step] 1673 2 0 99 63
[step] 1674 2 0 100 63
[return] 1675 3 0 100 63
[return] 1676 3 0 100 63
[return] 1677 3 0 100 63
[return] 1678 3 0 100 63
[return] 1679 3 0 100 63
[return] 1680 3 0 100 63
[return] 1681 3 0 100 63
[return] 1682 3 0 100 63
[return] 1683 3 0 100 63
[return] 1684 3 0 100 63
[return] 1685 3 0 100 63
[return] 1686 3 0 100 63
[return] 1687 3 0 100 63
[return] 1688 3 0 100 63
[return] 1689 3 0 100 63
[return] 1690 3 0 100 63
[return] 1691 3 0 100 63
[return] 1692 3 0 100 63
[return] 1693 3 0 100 63
[return] 1694 3 0 100 63
[return] 1695 3 0 100 63
[return] 1696 3 0 100 63
[return] 1697 3 0 100 63
[return] 1698 3 0 100 63
[return] 1699 3 0 100 63
[return] 1700 3 0 99 63
[return] 1701 1 0 98 63
[step] 1702 2 0 98 64
[step] 1703 2 0 98 63
[step] 1704 2 0 98 64
[step] 1705 2 0 99 64
[step] 1706 2 0 99 63
[step] 1707 2 0 100 63
[return] 1708 3 0 100 63
[return] 1709 3 0 100 63
[return] 1710 3 0 100 63
[return] 1711 3 0 100 63
[return] 1712 3 0 100 63
[return] 1713 3 0 100 63
[return] 1714 3 0 100 63
[return] 1715 3 0 99 63
[return] 1716 1 0 98 63
[step] 1717 1 0 98 62
[step] 1718 2 0 97 62
[step] 1719 2 0 98 62
[step] 1720 2 0 99 62
[step] 1721 2 0 100 62
[return] 1722 3 0 99 62
[return] 1723 1 0 98 62
[step] 1724 1 0 97 62
[step] 1725 1 0 96 62
[step] 1726 1 0 95 62
[step] 1727 1 0 94 62
[step] 1728 1 0 93 62
[step] 1729 1 0 92 62
[step] 1730 1 0 92 63
[step] 1731 1 0 92 62
[step] 1732 1 0 92 63
[step] 1733 1 0 91 63
[step] 1734 1 0 90 63
[step] 1735 2 0 89 63
[step] 1736 1 0 90 63
[step] 1737 1 0 89 63
[step] 1738 1 0 89 64
[step] 1739 2 0 88 64
[step] 1740 2 0 89 64
[step] 1741 1 0 90 64
[step] 1742 1 0 89 64
[step] 1743 2 0 89 63
[step] 1744 2 0 90 63
[step] 1745 2 0 91 63
[step] 1746 1 0 92 63
[step] 1747 1 0 92 62
[step] 1748 2 0 91 62
[step] 1749 2 0 92 62
[step] 1750 2 0 93 62
[step] 1751 2 0 94 62
[step] 1752 2 0 94 61
[step] 1753 2 0 95 61
[step] 1754 2 0 96 61
[step] 1755 2 0 96 62
[step] 1756 2 0 96 63
[step] 1757 1 0 96 62
[step] 1758 1 0 95 62
[step] 1759 1 0 94 62
[step] 1760 1 0 94 63
[step] 1761 1 0 94 64
[step] 1762 1 0 94 63
[step] 1763 1 0 93 63
[step] 1764 1 0 93 64
[step] 1765 1 0 93 65
[step] 1766 1 0 93 64
[step] 1767 1 0 93 63
[step] 1768 1 0 93 62
[step] 1769 1 0 92 62
[step] 1770 1 0 91 62
[step] 1771 1 0 90 62
[step] 1772 1 0 89 62
[step] 1773 2 0 88 62
[step] 1774 2 0 89 62
[step] 1775 2 0 89 63
[step] 1776 2 0 90 63
[step] 1777 2 0 91 63
[step] 1778 2 0 92 63
[step] 1779 2 0 93 63
[step] 1780 2 0 94 63
[step] 1781 2 0 95 63
[step] 1782 1 0 96 63
[step] 1783 1 0 96 62
[step] 1784 1 0 95 62
[step] 1785 2 0 95 61
[step] 1786 2 0 96 61
[step] 1787 1 0 97 61
[step] 1788 1 0 96 61
[step] 1789 1 0 95 61
[step] 1790 2 0 94 61
[step] 1791 2 0 95 61
[step] 1792 2 0 96 61
[step] 1793 2 0 97 61
[step] 1794 2 0 98 61
[step] 1795 2 0 99 61
[step] 1796 1 0 100 61
[return] 1797 3 0 100 61
[return] 1798 3 0 100 61
[return] 1799 3 0 100 61
[return] 1800 3 0 100 61
[return] 1801 3 0 100 61
[return] 1802 3 0 100 61
[return] 1803 3 0 100 61
[return] 1804 3 0 100 61
[return] 1805 3 0 100 61
[return] 1806 3 0 100 61
[return] 1807 3 0 100 61
[return] 1808 3 0 100 61
[return] 1809 3 0 100 61
[return] 1810 3 0 100 61
[return] 1811 3 0 100 61
[return] 1812 3 0 100 61
[return] 1813 3 0 100 61
[return] 1814 3 0 100 61
[return] 1815 3 0 100 61
[return] 1816 3 0 100 61
[return] 1817 3 0 100 61
[return] 1818 3 0 99 61
[return] 1819 1 0 98 61
[step] 1820 1 0 97 61
[step] 1821 1 0 97 60
[step] 1822 1 0 96 60
[step] 1823 1 0 95 60
[step] 1824 1 0 94 60
[step] 1825 1 0 94 59
[step] 1826 2 0 93 59
[step] 1827 2 0 94 59
[step] 1828 2 0 95 59
[step] 1829 2 0 95 58
[step] 1830 2 0 96 58
[step] 1831 2 0 97 58
[step] 1832 2 0 97 57
[step] 1833 2 0 97 58
[step] 1834 2 0 98 58
[step] 1835 2 0 99 58
[step] 1836 2 0 99 57
[step] 1837 2 0 100 57
[return] 1838 3 0 100 57
[return] 1839 3 0 100 57
[return] 1840 3 0 100 57
[return] 1841 3 0 100 57
[return] 1842 3 0 100 57
[return] 1843 3 0 100 57
[return] 1844 3 0 100 57
[return] 1845 3 0 100 57
[return] 1846 3 0 100 57
[return] 1847 3 0 100 57
[return] 1848 3 0 100 57
[return] 1849 3 0 100 57
[return] 1850 3 0 100 57
[return] 1851 3 0 100 57
[return] 1852 3 0 100 57
[return] 1853 3 0 100 57
[return] 1854 3 0 100 57
[return] 1855 3 0 100 57
[return] 1856 3 0 100 57
[return] 1857 3 0 100 57
[return] 1858 3 0 100 57
[return] 1859 3 0 100 57
[return] 1860 3 0 100 57
[return] 1861 3 0 100 57
[return] 1862 3 0 100 57
[return] 1863 3 0 99 57
[return] 1864 1 0 98 57
[step] 1865 1 0 98 56
[step] 1866 1 0 97 56
[step] 1867 1 0 96 56
[step] 1868 1 0 96 55
[step] 1869 1 0 96 56
[step] 1870 1 0 95 56
[step] 1871 1 0 94 56
[step] 1872 1 0 93 56
[step] 1873 1 0 92 56
[step] 1874 2 0 92 57
[step] 1875 2 0 93 57
[step] 1876 1 0 94 57
[step] 1877 2 0 93 57
[step] 1878 2 0 94 57
[step] 1879 1 0 95 57
[step] 1880 1 0 94 57
[step] 1881 1 0 93 57
[step] 1882 1 0 92 57
[step] 1883 2 0 91 57
[step] 1884 2 0 91 58
[step] 1885 2 0 91 59
[step] 1886 2 0 91 58
[step] 1887 2 0 91 57
[step] 1888 2 0 92 57
[step] 1889 2 0 92 56
[step] 1890 2 0 93 56
[step] 1891 2 0 93 55
[step] 1892 2 0 94 55
[step] 1893 2 0 95 55
[step] 1894 2 0 96 55
[step] 1895 2 0 97 55
[step] 1896 2 0 98 55
[step] 1897 2 0 98 56
[step] 1898 2 0 98 57
[step] 1899 2 0 99 57
[step] 1900 1 0 100 57
[return] 1901 3 0 100 57
[return] 1902 3 0 100 57
[return] 1903 3 0 100 57
[return] 1904 3 0 100 57
[return] 1905 3 0 100 57
[return] 1906 3 0 100 57
[return] 1907 3 0 100 57
[return] 1908 3 0 100 57
[return] 1909 3 0 100 57
[return] 1910 3 0 100 57
[return] 1911 3 0 100 57
[return] 1912 3 0 100 57
[return] 1913 3 0 100 57
[return] 1914 3 0 100 57
[return] 1915 3 0 100 57
[return] 1916 3 0 100 57
[return] 1917 3 0 100 57
[return] 1918 3 0 100 57
[return] 1919 3 0 100 57
[return] 1920 3 0 100 57
[return] 1921 3 0 100 57
[return] 1922 3 0 100 57
[return] 1923 3 0 100 57
[return] 1924 3 0 100 57
[return] 1925 3 0 100 57
[return] 1926 3 0 100 57
[return] 1927 3 0 100 57
[return] 1928 3 0 99 57
[return] 1929 1 0 98 57
