x0, Result
-95, 0.9553512956119896
-85, 0.9554633994685724
-75, 0.9556937833476797
-65, 0.9560345792022367
-55, 0.9564739924593801
-45, 0.9569948949373674
-35, 0.9575568988367071
-25, 0.9580340417465618
-15, 0.9583142460407714
-5, 0.9585560822787205
5, 0.9585560822787205
15, 0.958314246040771
25, 0.9580340417465636
35, 0.9575568988369052
45, 0.9569948949374496
55, 0.9564739924594732
65, 0.9560345792023395
75, 0.9556937833477912
85, 0.9554633994686914
95, 0.9553512956120892
